# proj_num,size,cyl_r,cyl_h,cav_r,cav_z,el_x,el_y,el_z
1.000000000000000000e+01,1.000000000000000056e-01,3.763202299931305284e+00,3.991852585151076482e+01,2.747137678949852724e+00,-2.964084759308738271e+00,7.415001972730828061e-01,1.118457263886738273e+00,9.721256096068413566e-01
1.100000000000000000e+01,2.000000000000000111e-01,9.553677720984586230e+00,5.414325267510100304e+01,6.974184736318747468e+00,1.541148021584689154e+01,7.070284505110011608e-01,9.159868386870183565e-01,1.137994337454434790e+00
1.200000000000000000e+01,3.000000000000000444e-01,2.075968040406112891e+01,2.064826280612149034e+01,1.515456669496462361e+01,4.851477891582664626e+00,8.343548128362280325e-01,9.072110084181416179e-01,1.256848776079354524e+00
1.300000000000000000e+01,4.000000000000000222e-01,1.992532200285763722e+01,2.576429547742694837e+01,1.454548506208607428e+01,2.503844344292329716e+00,1.046337153162500533e+00,8.427356928247051737e-01,1.260528398754876322e+00
1.400000000000000000e+01,5.000000000000000000e-01,1.465897374024813438e+01,3.091807484178606558e+01,1.070105083038113847e+01,-2.517447052576286648e+00,8.259062493850732878e-01,8.117158035282017181e-01,1.266623433990360148e+00
1.500000000000000000e+01,5.999999999999999778e-01,2.303480955388050333e+01,2.795951197906631336e+01,1.681541097433276732e+01,-5.494458312416554691e+00,7.348174961943253480e-01,9.606499753348725079e-01,8.870775291964615450e-01
1.600000000000000000e+01,7.000000000000000666e-01,2.331078074942882239e+01,2.235373710121369939e+01,1.701686994708304113e+01,3.208079117315639550e+00,9.722181067336271854e-01,1.021947526665233363e+00,1.238002775824205148e+00
1.700000000000000000e+01,8.000000000000000444e-01,2.565469215145295934e+01,4.654325288426495177e+01,1.872792527056066092e+01,-6.701589811280318720e+00,9.300783365031387584e-01,1.052990268132163454e+00,1.198629073141714407e+00
1.800000000000000000e+01,9.000000000000000222e-01,2.608416088392049303e+00,2.957397121854724986e+01,1.904143744526195947e+00,7.051542790327434140e+00,8.113815665835713009e-01,1.271674994183166874e+00,1.112492965832689196e+00
1.900000000000000000e+01,1.000000000000000000e+00,6.630299598332751287e+00,2.089819513190860434e+01,4.840118706782908120e+00,-4.890677956283359329e+00,9.548112812509037539e-01,9.245019882005353073e-01,9.781452546188864616e-01
2.000000000000000000e+01,1.000000000000000056e-01,1.773780293510325023e+01,5.023494620731310079e+01,-1.685091278834808648e+01,-1.537061331340651904e+01,1.010427464292468436e+00,7.792408638070920102e-01,1.130115808715556280e+00
2.100000000000000000e+01,2.000000000000000111e-01,2.452083345544071946e+01,3.708196982271341113e+01,-2.329479178266868189e+01,-4.283331278265724684e+00,1.264259167151687846e+00,1.159195152284179242e+00,1.149198171910328359e+00
2.200000000000000000e+01,3.000000000000000444e-01,6.214037334923130373e+00,3.022516343773921221e+01,-5.903335468176973855e+00,-6.266793988331119891e+00,7.601763653592986669e-01,7.098577777548844558e-01,1.257717590075314362e+00
2.300000000000000000e+01,4.000000000000000222e-01,4.442149675663147335e+00,2.986055370138821985e+01,-4.220042191879989524e+00,2.064204326202150330e+00,7.383731596725886526e-01,9.913765575607738079e-01,1.286497083846668055e+00
2.400000000000000000e+01,5.000000000000000000e-01,1.734482146749233422e+01,5.322615878454885063e+01,-1.647758039411771591e+01,1.879427183573424642e+01,1.179521552411435081e+00,1.078268762120074609e+00,1.224572779974968384e+00
2.500000000000000000e+01,5.999999999999999778e-01,1.295188682413908943e+01,4.162568421711333144e+01,-1.230429248293213362e+01,-1.620947907796629650e+01,9.083401107593317425e-01,7.888845165688990191e-01,1.289097633890952110e+00
2.600000000000000000e+01,7.000000000000000666e-01,1.339566571005090978e+01,2.479150950899596140e+01,-1.272588242454836305e+01,6.388627876401089978e+00,8.139087471416547315e-01,1.006791389527873726e+00,8.345902173848435135e-01
2.700000000000000000e+01,8.000000000000000444e-01,2.387831905098074969e+01,3.425344099948326004e+01,-2.268440309843171221e+01,-7.337521610258908922e+00,7.794925808547897850e-01,7.320563090720950683e-01,1.135356618526347283e+00
2.800000000000000000e+01,9.000000000000000222e-01,1.104262608933439793e+01,2.514313258901312764e+01,-1.049049478486767839e+01,-8.457705622618650665e+00,7.537618205431632079e-01,1.103228684412348670e+00,8.472203259117068175e-01
2.900000000000000000e+01,1.000000000000000000e+00,1.837887126897550516e+01,2.946147668335501280e+01,-1.745992770552673079e+01,-8.685648732879764466e+00,7.332245922527187432e-01,8.809591806885654908e-01,8.572708895438069243e-01
3.000000000000000000e+01,1.000000000000000056e-01,1.157768846030283072e+00,4.434689059736000161e+01,1.273545730633312556e-01,-7.680212821608770390e+00,9.279561735400723155e-01,8.086905770421417561e-01,1.173127307383911244e+00
3.100000000000000000e+01,2.000000000000000111e-01,1.035124141296154576e+01,2.907978975208742156e+01,1.138636555425771135e+00,-2.935589934717414806e+00,1.052559781117833548e+00,8.636931414546802355e-01,9.225116795307332085e-01
3.200000000000000000e+01,3.000000000000000444e-01,1.244062118667360295e+01,2.156143054389399438e+01,1.368468330534097444e+00,5.171222514011714289e+00,7.461738681919796168e-01,1.011301089298915601e+00,8.840860597271176236e-01
3.300000000000000000e+01,4.000000000000000222e-01,2.533767450021951362e+01,3.506408538278213882e+01,2.787144195024148896e+00,2.809854119630753044e-01,1.021706496822071264e+00,1.108835506362302770e+00,8.665576586390596470e-01
3.400000000000000000e+01,5.000000000000000000e-01,1.673349427247395838e+01,5.347420029785821072e+01,1.840684369972137135e+00,-1.338434028922208796e+01,1.242390372956942102e+00,1.026283570046395699e+00,9.741468529874595106e-01
3.500000000000000000e+01,5.999999999999999778e-01,1.524004528377956191e+01,5.164155375153352168e+01,1.676404981215753320e+00,7.850549835473207949e+00,1.119773232550310027e+00,8.966322409342712962e-01,1.154067185642133619e+00
3.600000000000000000e+01,7.000000000000000666e-01,2.305032324511782704e+01,2.561885878698397434e+01,2.535535556962963177e+00,6.074569065060384077e+00,1.275499961821133565e+00,9.748832963560256637e-01,1.054590499194210995e+00
3.700000000000000000e+01,8.000000000000000444e-01,1.181457029262460345e+01,4.872684922454602230e+01,1.299602732188707588e+00,1.593733297880020494e+01,1.189314291261141410e+00,7.956486780693735605e-01,1.077339063437020350e+00
3.800000000000000000e+01,9.000000000000000222e-01,2.530205962786300233e+01,3.484112881614446877e+01,2.783226559064932548e+00,-6.726175608715398546e+00,1.209422985057106548e+00,7.199827759280176265e-01,1.275389633118084287e+00
3.900000000000000000e+01,1.000000000000000000e+00,8.709401939415265304e+00,3.404408252812630309e+01,9.580342133356800627e-01,1.169186595141592022e+01,7.597689581327627950e-01,1.267180920087447760e+00,1.221693118327979333e+00
4.000000000000000000e+01,1.000000000000000056e-01,5.580029401020051516e+00,2.814604452476699237e+01,2.845814994520226460e+00,2.577382980009991442e+00,7.198447548853033062e-01,7.093636386680969297e-01,9.572774334989426759e-01
4.100000000000000000e+01,2.000000000000000111e-01,1.874422256372394457e+01,2.458693309253402148e+01,9.559553507499211733e+00,-9.598026191356447967e+00,7.692905782832488715e-01,1.071088155707648815e+00,1.284553727690830094e+00
4.200000000000000000e+01,3.000000000000000444e-01,1.506405773429650274e+01,2.570340491163118912e+01,7.682669444491216915e+00,2.853319708673138333e+00,9.941832079292423074e-01,1.293645866370658926e+00,7.391825242910681215e-01
4.300000000000000000e+01,4.000000000000000222e-01,6.415630938005447703e+00,2.861221147468375392e+01,3.271971778382778417e+00,3.796476917286328856e+00,1.010385110321373237e+00,9.544533930615095585e-01,1.032812685196851321e+00
4.400000000000000000e+01,5.000000000000000000e-01,1.627124283016106432e+01,3.451999042667473816e+01,8.298333843382142305e+00,-3.851172733587433505e+00,1.197194148733442765e+00,1.254980147171915306e+00,7.276043865323781334e-01
4.500000000000000000e+01,5.999999999999999778e-01,2.697405120747483842e+00,5.391400966346230916e+01,1.375676611581216680e+00,1.746591121214546405e+01,8.779337590384179713e-01,1.295206746048684465e+00,8.496520246338706839e-01
4.600000000000000000e+01,7.000000000000000666e-01,1.951260471258328799e+00,2.816970894138336945e+01,9.951428403417477142e-01,4.276573434841213661e+00,7.350138153883531977e-01,1.138425459476485768e+00,1.229032127400303764e+00
4.700000000000000000e+01,8.000000000000000444e-01,5.129642091220589784e+00,2.832325348886636007e+01,2.616117466522500656e+00,-7.435350285807623472e+00,9.695749892126428460e-01,8.826810444263917255e-01,1.203513473355191543e+00
4.800000000000000000e+01,9.000000000000000222e-01,3.311339900052640672e+00,5.299042598942756399e+01,1.688783349026846681e+00,5.680476068073706308e+00,1.220373643277478770e+00,1.264125813612860583e+00,1.150458917131811143e+00
4.900000000000000000e+01,1.000000000000000000e+00,1.812258106551955450e+01,2.533241469907056498e+01,9.242516343414973079e+00,-1.672215497592888012e+00,7.787735970839535504e-01,1.062470682412529177e+00,9.296848354947124804e-01
5.000000000000000000e+01,1.000000000000000056e-01,6.264143176051323536e+00,3.914097155842977571e+01,5.449804563164652116e+00,-7.050899397952921532e+00,1.055338251257102122e+00,1.238056694934646096e+00,9.440400075014490078e-01
5.100000000000000000e+01,2.000000000000000111e-01,2.546802589051234467e+00,2.869447127790398611e+01,2.215718252474574435e+00,1.346662257443765054e-01,8.862284955878868553e-01,9.238209183284484816e-01,1.014982265352558422e+00
5.200000000000000000e+01,3.000000000000000444e-01,1.951438177543910157e+01,5.234555683172672502e+01,1.697751214463201919e+01,1.517261286766989414e+01,7.292141775853170360e-01,8.521855145540936372e-01,9.676813075955211785e-01
5.300000000000000000e+01,4.000000000000000222e-01,9.015305060900105971e+00,4.178345499981016786e+01,7.843315402983093598e+00,7.037283233064830945e+00,8.229542121758209872e-01,9.050188689188392033e-01,1.105745489366477763e+00
5.400000000000000000e+01,5.000000000000000000e-01,7.480173499004863835e+00,2.989448778309377985e+01,6.507750944134232718e+00,-1.123470107237468518e+01,1.126202097384528145e+00,7.047304621050641815e-01,9.236074418925972473e-01
5.500000000000000000e+01,5.999999999999999778e-01,2.019975209980384179e+01,2.085096198985552363e+01,1.757378432682934388e+01,-2.625369906491421546e+00,1.073338635303876964e+00,8.674407689371590457e-01,8.258499697933809891e-01
5.600000000000000000e+01,7.000000000000000666e-01,1.319283095805238482e+01,4.433445020666400893e+01,1.147776293350557708e+01,6.098900229940644735e+00,1.269316612432304314e+00,7.016219283361015968e-01,1.088317992336421680e+00
5.700000000000000000e+01,8.000000000000000444e-01,1.961084928888652357e+01,4.847875273956522335e+01,1.706143888133127717e+01,3.803525280688624388e-01,9.003789217580855375e-01,1.174504097936442948e+00,7.583457553794548112e-01
5.800000000000000000e+01,9.000000000000000222e-01,2.482050223915971188e+01,2.797158255382513303e+01,2.159383694806895093e+01,-2.007205795329807252e+00,1.073976803812078273e+00,1.232176468730450392e+00,1.071295700944825846e+00
5.900000000000000000e+01,1.000000000000000000e+00,1.345274300717190918e+01,5.231571237612070746e+01,1.170388641623956261e+01,1.380705267959326221e+01,1.280971846176578444e+00,1.251869686466895004e+00,7.216202904571415999e-01
6.000000000000000000e+01,1.000000000000000056e-01,2.137160515635728331e+01,5.332499440533973001e+01,-1.431897545475937861e+01,-8.530765400140637666e+00,7.962805863325606026e-01,1.231782799651935933e+00,9.678366492899217466e-01
6.100000000000000000e+01,2.000000000000000111e-01,5.944242191021078980e+00,2.865895644387038033e+01,-3.982642267984122686e+00,-1.055531094866210395e+01,7.359665789497439325e-01,7.366471222400723384e-01,1.244639774491023587e+00
6.200000000000000000e+01,3.000000000000000444e-01,1.694881643229575019e+01,4.354038089537824874e+01,-1.135570700963815227e+01,1.008044426471894406e+00,8.826678186084269129e-01,1.298777350797204022e+00,9.173134353636336336e-01
6.300000000000000000e+01,4.000000000000000222e-01,1.318731977272473443e+01,4.381220331052504946e+01,-8.835504247725571858e+00,-1.530946930386909521e+01,1.064349624406924599e+00,9.865879017258496475e-01,8.703999860572606551e-01
6.400000000000000000e+01,5.000000000000000000e-01,1.553801024084857296e+01,3.181170836174839778e+01,-1.041046686136854227e+01,1.197376653337363983e+01,7.800636590473624121e-01,7.580823719070244326e-01,9.060350372745495928e-01
6.500000000000000000e+01,5.999999999999999778e-01,2.004764912976661595e+00,3.390398615088147238e+01,-1.343192491694363166e+00,1.354201135310174031e+01,9.111357977158255350e-01,1.132844000775971471e+00,1.082549616718475605e+00
6.600000000000000000e+01,7.000000000000000666e-01,1.891047193154508577e+01,2.516899523723475696e+01,-1.267001619413520608e+01,-8.806409884740483918e+00,8.451410225208908500e-01,9.593688887087792327e-01,1.013197764177989457e+00
6.700000000000000000e+01,8.000000000000000444e-01,7.742886698342887009e+00,2.410621681346838585e+01,-5.187734087889733559e+00,-7.578914722627109413e+00,1.053816833808130404e+00,1.147238844368375865e+00,1.208890228208190809e+00
6.800000000000000000e+01,9.000000000000000222e-01,1.813925352832175264e+00,4.298666854542929627e+01,-1.215329986397557294e+00,1.245109184044286010e+01,7.583547968725843358e-01,9.986661446952050936e-01,1.048649157803237753e+00
6.900000000000000000e+01,1.000000000000000000e+00,8.602663454648631358e+00,5.008532927468674956e+01,-5.763784514614582299e+00,-1.768873902648578422e+01,9.823725423508437027e-01,7.695004007805311685e-01,9.742352567988203926e-01
7.000000000000000000e+01,1.000000000000000056e-01,2.231257089974509000e+01,2.949382268666524709e+01,1.048690832288019159e+01,-2.270015878342125593e+00,9.398872840055984001e-01,1.102830087202091969e+00,9.068308764253045773e-01
7.100000000000000000e+01,2.000000000000000111e-01,1.395705268664438314e+01,3.397064008391706125e+01,6.559814762722859349e+00,-1.854521714262053145e+00,1.068716619886192376e+00,7.420253140867867359e-01,1.193444043013414113e+00
7.200000000000000000e+01,3.000000000000000444e-01,2.489607748687421562e+01,3.417624646539324829e+01,1.170115641883088031e+01,-2.587180603763890918e+00,8.926257940259301193e-01,7.179701949428495267e-01,1.142352545557886456e+00
7.300000000000000000e+01,4.000000000000000222e-01,1.750558545348840411e+01,4.461261237635255128e+01,8.227625163139549613e+00,4.810535982939840416e+00,1.275485351186785188e+00,7.619788930510831282e-01,1.220300295463119467e+00
7.400000000000000000e+01,5.000000000000000000e-01,1.394940479562004043e+01,3.277849569710033961e+01,6.556220253941418719e+00,-8.114200837741970318e+00,7.114737384692138011e-01,1.010889888274704607e+00,1.205666117610905363e+00
7.500000000000000000e+01,5.999999999999999778e-01,1.661800925768902459e+01,2.281862012151454167e+01,7.810464351113840742e+00,-7.570106011116677358e+00,8.328378677756633763e-01,7.600084365529330421e-01,8.590238190186891831e-01
7.600000000000000000e+01,7.000000000000000666e-01,8.326897151791293084e+00,3.597433478686733110e+01,3.913641661341907607e+00,-9.975859228348317842e+00,8.197576852720686036e-01,9.597905237687084368e-01,1.016940453507121589e+00
7.700000000000000000e+01,8.000000000000000444e-01,1.061708739515618127e+01,4.628575770997395011e+01,4.990031075723404541e+00,1.581905776552975951e+01,7.173715294161763234e-01,1.237414774726122157e+00,9.355412730772906249e-01
7.800000000000000000e+01,9.000000000000000222e-01,1.208328433076013120e+01,3.275906190988753508e+01,5.679143635457261752e+00,2.786283577164378952e-02,9.258334931166107840e-01,9.189471016127428449e-01,8.565426996286358285e-01
7.900000000000000000e+01,1.000000000000000000e+00,1.555287650754497264e+01,2.970690949568352579e+01,7.309851958546136785e+00,5.793990729542690676e-01,7.704281765023343054e-01,7.959071721125147159e-01,7.280838128273131593e-01
8.000000000000000000e+01,1.000000000000000056e-01,9.920758215302511118e+00,4.518670552448008948e+01,8.928682393772268133e-01,1.685970103914781504e+01,1.004581328344458901e+00,8.802422098950922758e-01,1.029700343677162788e+00
8.100000000000000000e+01,2.000000000000000111e-01,4.780835650660037572e+00,2.935224611518115267e+01,4.302752085594037657e-01,8.862001714728100055e+00,9.231512491074768123e-01,7.008300099993994836e-01,8.486110134953894768e-01
8.200000000000000000e+01,3.000000000000000444e-01,1.971448126017952518e+01,3.176357932399605843e+01,1.774303313416158767e+00,9.673359806652676696e+00,1.267016066164234900e+00,1.295134197492777695e+00,9.260447601765919856e-01
8.300000000000000000e+01,4.000000000000000222e-01,6.604200038806677497e+00,4.364912016754934143e+01,5.943780034926015032e-01,-8.908279815038520510e+00,8.298743565665258615e-01,7.996286947127473343e-01,1.253653966135219289e+00
8.400000000000000000e+01,5.000000000000000000e-01,6.843284535431987337e+00,4.954822365435584430e+01,6.158956081888794509e-01,-1.430664522116085280e+01,9.561426161266441959e-01,1.205712932701274331e+00,1.190819983453503150e+00
8.500000000000000000e+01,5.999999999999999778e-01,3.981045290423135263e+00,3.064695420597927367e+01,3.582940761380825068e-01,-1.041116093102982276e+01,9.547978017043556864e-01,7.645706230897491018e-01,1.040930556201907109e+00
8.600000000000000000e+01,7.000000000000000666e-01,7.701811932437082397e+00,5.263964213500691613e+01,6.931630739193380686e-01,-4.556616345494528986e+00,8.453071564756512446e-01,8.502389277121435995e-01,9.900361211214352419e-01
8.700000000000000000e+01,8.000000000000000444e-01,2.535788308451897954e+00,3.429060179189107060e+01,2.282209477606710057e-01,-3.363041921326054950e+00,1.185618982893519080e+00,1.125421276109974000e+00,1.272600289235615190e+00
8.800000000000000000e+01,9.000000000000000222e-01,2.069758623693038757e+01,4.175829027586402731e+01,1.862782761323736436e+00,-7.063165665134976123e+00,1.224639950244905462e+00,7.674563903273867727e-01,8.274606167764245734e-01
8.900000000000000000e+01,1.000000000000000000e+00,1.383867509519136263e+01,4.608315360112452197e+01,1.245480758567223845e+00,9.919840861488473660e-01,9.926057941229244896e-01,7.003275789381973038e-01,9.552410352130328297e-01
9.000000000000000000e+01,1.000000000000000056e-01,1.447700649548049512e+01,2.404816551667546776e+01,1.317407591088725205e+01,4.384233721408291373e+00,1.082477366423324039e+00,1.187163137014611625e+00,9.876307296335128383e-01
9.100000000000000000e+01,2.000000000000000111e-01,2.495121258404553544e+01,3.025109977594551225e+01,2.270560345148144066e+01,5.204462066396013498e+00,9.508655270488004518e-01,8.037708125626937816e-01,7.643264472571276169e-01
9.200000000000000000e+01,3.000000000000000444e-01,9.424504475397718295e+00,3.434041719707602169e+01,8.576299072611924146e+00,-3.474947635783093070e+00,1.009383007990751091e+00,1.233435971913837248e+00,1.142367147828500684e+00
9.300000000000000000e+01,4.000000000000000222e-01,1.825059617488455288e+01,5.218275924170372093e+01,1.660804251914494500e+01,8.785729783402228321e+00,8.062034689404975474e-01,9.901108764564752196e-01,7.841896107540515803e-01
9.400000000000000000e+01,5.000000000000000000e-01,2.109521046433315306e+01,3.188708654581697033e+01,1.919664152254317102e+01,2.556397119285690689e+00,1.277918377156228136e+00,7.886808004392342752e-01,8.541499862120014441e-01
9.500000000000000000e+01,5.999999999999999778e-01,1.295446820417040357e+01,5.146363822794610599e+01,1.178856606579506838e+01,-1.294751452082490673e+01,1.019601152482816353e+00,8.957617795896234414e-01,8.899255359354856232e-01
9.600000000000000000e+01,7.000000000000000666e-01,1.069129125536872449e+00,4.561104649015124579e+01,9.729075042385540995e-01,8.302925120253153324e+00,8.739480697551732513e-01,1.046625654590104260e+00,1.167507659981100510e+00
9.700000000000000000e+01,8.000000000000000444e-01,3.117291398968426108e+00,4.698054647990267085e+01,2.836735173061267989e+00,8.865939346640852037e+00,7.849038913731400946e-01,1.219567281139886328e+00,9.647928821082465412e-01
9.800000000000000000e+01,9.000000000000000222e-01,6.512256176997967216e+00,3.743628480170302453e+01,5.926153121068151286e+00,1.098496029395941775e+01,1.076640853717170554e+00,9.408567695833119915e-01,9.500150541452265784e-01
9.900000000000000000e+01,1.000000000000000000e+00,2.259627827951109325e+01,5.066093967722009950e+01,2.056261323435509780e+01,1.696316521269509536e+01,7.720721092980855627e-01,9.006842448976688509e-01,8.052232417091462757e-01
1.000000000000000000e+02,1.000000000000000056e-01,1.314224208562653118e+01,2.199070407008744255e+01,9.199569459938580218e-01,8.452974428213241964e+00,7.578705164184305065e-01,1.218082389516151443e+00,1.039903664193497557e+00
1.010000000000000000e+02,2.000000000000000111e-01,4.900526878878123327e+00,4.300616208159996745e+01,3.430368815214689393e-01,5.961026847455026534e-01,9.909793870948422345e-01,1.240697302389496937e+00,1.032787035172155754e+00
1.020000000000000000e+02,3.000000000000000444e-01,3.125559433843748902e+00,2.134950361206494307e+01,2.187891603690626241e-01,4.664611241964554900e+00,8.301221500546243082e-01,1.241889788110942971e+00,7.257545143652991415e-01
1.030000000000000000e+02,4.000000000000000222e-01,4.767629303325771062e+00,3.043655758820724344e+01,3.337340512328042519e-01,-8.499472080020767706e+00,8.981602214181394483e-01,1.188328085152381641e+00,7.842303746796080999e-01
1.040000000000000000e+02,5.000000000000000000e-01,2.308021819799702712e+01,4.469985153963627056e+01,1.615615273859793311e+00,-3.746446768171978636e+00,8.865039862859895869e-01,1.131175834204691144e+00,9.015865254041530719e-01
1.050000000000000000e+02,5.999999999999999778e-01,9.021783193034288217e+00,2.568252817694333601e+01,6.315248235124006904e-01,-4.297387446601704575e+00,8.078771745001249727e-01,9.073033938138006516e-01,9.880365326924533953e-01
1.060000000000000000e+02,7.000000000000000666e-01,1.155665601080568194e+01,5.113067680855532871e+01,8.089659207563985044e-01,-1.144902322749910795e+01,1.073736419311451584e+00,7.668976343792293093e-01,9.753819161092409651e-01
1.070000000000000000e+02,8.000000000000000444e-01,3.238893219056365957e+00,2.242139305773363134e+01,2.267225253339458235e-01,6.801275553041647548e+00,1.140888264778336714e+00,8.058996333334360607e-01,1.263496545452422293e+00
1.080000000000000000e+02,9.000000000000000222e-01,1.399324987606077375e+00,2.690408160052581721e+01,9.795274913242550674e-02,7.513384142631939211e-01,8.741488255359570747e-01,8.825041344335479154e-01,1.054639228500394044e+00
1.090000000000000000e+02,1.000000000000000000e+00,1.711587964550048113e+01,5.058412624171513983e+01,1.198111575185034638e+00,1.351533570901687042e+01,8.283012080809518674e-01,1.162735277779546106e+00,7.073026941659552591e-01
1.100000000000000000e+02,1.000000000000000056e-01,2.422730862031274768e+01,3.774020354705596958e+01,2.059321232726583872e+01,7.151109226077281278e+00,7.586058204686344508e-01,1.008953321162060934e+00,1.263047213016631476e+00
1.110000000000000000e+02,2.000000000000000111e-01,2.584153971482623646e+01,3.665391685500279095e+01,2.196530875760230472e+01,6.121802041071699563e+00,7.263852592144542930e-01,1.227712889814238206e+00,1.012048849981403986e+00
1.120000000000000000e+02,3.000000000000000444e-01,1.026687455115015624e+01,5.337864937495595541e+01,8.726843368477632978e+00,3.515292933780506779e+00,7.644835406612826567e-01,8.725267013683368766e-01,9.740221755162905559e-01
1.130000000000000000e+02,4.000000000000000222e-01,1.898829787788160317e+01,4.060236501021952904e+01,1.614005319619936429e+01,8.225718216730568244e+00,8.415005344633812445e-01,1.072299940167992682e+00,1.083773345778245023e+00
1.140000000000000000e+02,5.000000000000000000e-01,7.423669776959379796e+00,4.969208444265021285e+01,6.310119310415473137e+00,-3.808437751623497958e-01,8.112091521876296785e-01,1.297489175775781156e+00,7.776134566232197898e-01
1.150000000000000000e+02,5.999999999999999778e-01,2.903561569293548139e+00,4.517861717013907707e+01,2.468027333899516229e+00,-5.421692712331030783e+00,8.526294406705745565e-01,8.591819947222284481e-01,7.763764152520448159e-01
1.160000000000000000e+02,7.000000000000000666e-01,2.163822389697694959e+01,3.108557332937096973e+01,1.839249031243040733e+01,3.150994759786349242e+00,1.136526165754449869e+00,7.145636227732367063e-01,9.580695906260439099e-01
1.170000000000000000e+02,8.000000000000000444e-01,9.890786779877126733e+00,2.929713916395065354e+01,8.407168762895558700e+00,-1.140224249920589017e+01,9.902517188210416821e-01,8.536682770120107566e-01,1.194230603213901620e+00
1.180000000000000000e+02,9.000000000000000222e-01,2.000418432149730208e+01,4.769296008566892908e+01,1.700355667327270837e+01,8.208654825237205799e+00,1.034830741994357428e+00,1.122968837153655697e+00,9.511821181420159199e-01
1.190000000000000000e+02,1.000000000000000000e+00,2.638906840533688403e+00,5.006509238803204909e+01,2.243070814453635542e+00,-1.393703121461807193e+01,7.003985311541226499e-01,1.265000677233854010e+00,8.669951789920685714e-01
1.200000000000000000e+02,1.000000000000000056e-01,1.102220980269435913e+01,2.381163085944641722e+01,6.282659587535785128e+00,-4.483261515983712364e+00,1.285056808127227779e+00,1.083677664684406183e+00,1.012406674889532177e+00
1.210000000000000000e+02,2.000000000000000111e-01,1.203265918928415168e+01,5.013930528230253003e+01,6.858615737891967434e+00,4.719391494107068930e+00,7.257437142415348319e-01,1.120513389668642557e+00,1.247970604531288608e+00
1.220000000000000000e+02,3.000000000000000444e-01,1.296320103470045915e+01,2.420970707428143598e+01,7.389024589779262797e+00,4.936864851265148957e+00,1.231013110727083859e+00,7.601510464455091265e-01,1.155390732851405255e+00
1.230000000000000000e+02,4.000000000000000222e-01,1.166947892608686921e+01,2.930669695678768605e+01,6.651602987869516426e+00,7.693514680750318746e+00,1.291065207602279274e+00,1.170037987308883531e+00,1.011393952231859128e+00
1.240000000000000000e+02,5.000000000000000000e-01,2.292770825568245030e+01,3.533895814400962365e+01,1.306879370573899735e+01,-8.402302608581388554e+00,9.541525820285826631e-01,9.146547304482032237e-01,7.982105566909890593e-01
1.250000000000000000e+02,5.999999999999999778e-01,1.423713456631986851e+01,5.171809969255494366e+01,8.115166702802325105e+00,1.308940855363345968e+01,1.031548799506302849e+00,1.211085149654345994e+00,1.277437044286480194e+00
1.260000000000000000e+02,7.000000000000000666e-01,8.933643278195660287e+00,5.492979003274805194e+01,5.092176668571527287e+00,2.143971970459396204e+01,1.061993795374446714e+00,7.768125222704900246e-01,1.049915698594316993e+00
1.270000000000000000e+02,8.000000000000000444e-01,1.775914929158619415e+01,5.317376604890563385e+01,1.012271509620413212e+01,9.722662747815208562e+00,8.977906945488475232e-01,1.175056852708222577e+00,7.648993146858025227e-01
